,Ratings,Full_review
13666,5,Very bad product. Cartridge finish within 20 pages print. And the cartridge is not refilling. If the cartridge is finished you need to buy a new cartridge Which price is 700 and above. And no. off-page is very less in printing. Almost your per copy print approx Rs10-12 each in black.
13667,5,Printer bad working
13668,4,Very poor not working ink error .even after refilling
13669,5,This printer is very nice
13670,1,"Frankly speaking Guyzz don't buy this as for student purpose/home purpose because the cartridges is too costly and in one cartridge give only 50 sheets Afterall the printer is very good there is no doubt but not for as student purpose overall cost will be 10,000 in that you go for ink tank printers it will save you atleast you don't have to buy costly cartridges. Thank you ."
13671,5,Very Bad Condition to use for Office and For Home
13672,1,Awsome product and best delivery
13673,1,Produced not
13674,1,Super stuff ⭐⭐⭐⭐⭐⭐⭐
13675,1,Very very watse and don't brought this product
13676,5,Bad machine...
13677,5,This only print 15pages black ink completed
13678,1,Good
13679,5,Good product
13680,5,Don't buy cartiage gets over very fast
13681,5,His Ink is very costly
13682,1,Osam
13683,1,Good
13684,1,Don't buy it...... It can't return and not working
13685,5,Never buy this product This is a really bad product
13686,4,Weast product not working properly
13687,1,Very very very good
13688,1,ink got over within 1 month after printing 20 papers
13689,2,Good
13690,4,Very Good Printer. It can work with my phone and laptop both.
13691,2,Use only 15 day ink cartridge damage.
13692,1,Bery bad do not buy it cartidge is very costly
13693,1,very good product and easy to use....
13694,5,Good printer And printing
13695,2,Don't Buy
13696,5,Fine & Nice Look.
13697,5,"Excellent product, but for some reason the canon scan app (IJ scan utility) does not work. I am using a third party scan app. I download the software from canon website, because my laptop doesn't have a CD drive"
13698,1,excellent product
13699,1,Excellent
13700,5,Its good But its printing noise is very high and printing speed is slow Bad quality.......overall it is good......But need to be improved
13701,4,Nice product 🤗❤️❤️
13702,3,It's very good... You can opt for it guys 😊😇.
13703,5,Printer is very cool at price 2999 but its only for home use not for shop printing per page is expensive
13704,5,Awesome printer valuable for money 😍😍😍😍🔥🔥
13705,5,Good product good quality
13706,5,Super
13707,4,Overall product is nice. But the blank ink got finished very soon. I could have only printed around 80-85 pages.
13708,4,Early delivery by flipkart.. Worth for this price..Should be careful with ink consumption because cartridges price is quite high.
13709,5,"Best products ,👍👍"
13710,3,Don't buy this printer cartridge price expensive print quality also not good worst quality instead of this printer we can take 2rs printout from outside finally my suggestion is don't buy
13711,5,Colour is good. Good for normal uses.
13712,2,Good
13713,3,Normal
13714,5,Good
13715,5,It is good but the price change after buying this product
13716,5,Excellent
13717,1,Nice and affordable printer 😊☺ go for it as a student use 😇
13718,3,Bad product
13719,3,"This is my printer, good conditions."
13720,1,Ink cartridge is so costly.. But printer is good
13721,5,Very poor quality
13722,4,Doesn't work with more than one devices.
13723,5,Awesome
13724,5,Good product..
13725,1,Supar
13726,5,It is a perfect and good work
13727,2,This product is really very bad very much damaged product
13728,1,Good product
13729,1,"Good but, waste in ink cartridges and over price"
13730,5,This product is good for home purpose.
13731,4,Good printer
13732,5,Wonderful
13733,5,Fine
13734,1,Very very good
13735,4,Nice printer bt ink too low
13736,3,Very bad prodect
13737,5,"Super .Thanks flipkart. Good delivery.All thing are perfect ink cartridge,printer,usbcable."
13738,5,Nice for Product and nice for Delivery 🐱🐱🐱
13739,5,Good🥰👍
13740,5,Nice printer
13741,5,The cartirage is worst
13742,4,does not print
13743,1,Though the prices of the printer is minimum but it's maintenance is too costly.
13744,5,"It's a good printer for home needs. Print quality is really good. Its very important to follow user manual to setup the printer correctly. Spend dedicated 30 mins for doing it. Rest will be easy. Flipkart service has been good, as usual though. 😊"
13745,5,good product
13746,5,Value for money
13747,5,Print is good.. it takes a little bit more time.. scan part is lengthy process.
13748,1,This product is long time not use
13749,1,Cheap quality no coustmer care available for ur help i brought this but under 15 days sell lowest price..
13750,3,Very nice product
13751,5,Best printer In this price .....I loved a lot... Thanks for the flipkart for making it cum true .. ...with all features like scanning ..duplex printing...  I used it for nearly 6 months I hav not found any issues so for . Love a lot❤️❤️❤️❤️
13752,3,Worst product.. is this not working
13753,5,Nice print quality
13754,4,Very Good
13755,1,Don't buy
13756,1,Not bad
13757,5,Ok
13758,5,Good
13759,1,Waste it of money i had many repairs
13760,5,Very gud product
13761,5,Good
13762,1,Worst product it's not working
13763,3,Not working
13764,2,It's awesome . Honesty speaking
13765,4,Good
13766,1,awesome😊
13767,5,Very very good printer quality is awsome good in condition printing quality is excellent superb 👌👌👌
13768,5,It's not working when i turn on first time
13769,1,Worthy
13770,1,Good product 👍
13771,5,Good conditions
13772,5,😇😇 good
13773,5,Terrific Purchase👍Excellent Printer
13774,5,It's Really not good Company say it's Cartilage print upto 100 Pages in Both Black & colour But only I print 4 to 5 pages and ink is finish that Ink Light is glowing You disappointed me Dear Flipkart
13775,1,"Very good product ,clear Xerox, colourings super"
13776,4,Scanner not working
13777,5,Very bad I bout canon MG2570 but it is not the same it is canon 2500
13778,5,"Excellent product at this rate. The ink cartridges are pretty costly though. The printer came in very good packing. Two cartridges are included in this i.e, Black and color cartridge.  Definitely recommended"
13779,5,value for money product and got quick delivery.
13780,5,It's not working
13781,2,Good product
13782,4,Initially have faced connectivity issue after resolving this there is continously error of cartage. Unable to get the print as desired.
13783,1,Awesome
13784,4,Very very nice product.just Hero.
13785,5,Printing quality is simply superb
13786,5,Very very poor printer and west money
13787,3,Good product worth of money 🤑
13788,5,Worst product doesn't work
13789,1,"Very very good thnx flipkart after so much patience and after 2 time exchange i bought my printer,...work very smoothly go for it"
13790,5,Good product Value for money But too much ink came out while printing
13791,5,Product good but one problem ink is a very little Ink with 3 boxes with send customer
13792,4,"Very bad, and no currently working, ink cartridges system is very bad"
13793,1,Ink price is more
13794,5,Super very nice
13795,1,Glass broken... I am not satisfied....
13796,5,Thanks
13797,4,nice one
13798,3,Vice good product I live it
13799,1,Good
13800,5,Working well..
13801,5,Awesome product. Thank you Flipkart
13802,1,Best printer .. love it
13803,5,Its not a good printer and too costly.
13804,1,Very nice useful with all in one function😊
13805,5,Third class item
13806,3,Very bed product
13807,4,"Very good printer easy to use,small size continent for small jobs"
13808,5,GOOD
13809,5,Value for money
13810,1,Not good
13811,5,Maintain to delivery time
13812,1,Great thanks
13813,1,Nice pinter
13814,5,20 A4 printout is enough to empty the catridges
13815,5,Very nice product
13816,4,Good product
13817,1,Good product
13818,2,Good
13819,5,Thanks🌹 flipkart I received a great products at this price..... Must buy this.....
13820,5,"Very well packed and easy to install.quality is really good with scan, colour print and copy. Need to work on cartridges once provided is over."
13821,1,Having a lot of problems with its inkkk
13822,5,Average quality not satisfied
13823,4,I have been using this Printer since many years and it is very bad and very costly to use.
13824,4,It is a very good printer for any of the work. This printer do all the of any type whatever it is color printing or blackandwhite printing. It is toooo good.👍👍👍🤟🤟✌️✌️🖨️🖨️🖨️
13825,5,Value for money
13826,5,Good product
13827,5,Good unit
13828,1,Good but scan quality is average and the catridges can print 100 pages approximately. Also refill of cartridge is not worked and purchase new one is costly.
13829,3,Nice 🖨️
13830,3,Very usefull
13831,5,Good
13832,4,Too fast black ink will be finished
13833,4,good.... nice product...
13834,1,Good product
13835,3,"Decent and affordable, please go for it ,it works great,only thing which puts a concern is replacing ink cartridges as they're costly ."
13836,4,Good quality
13837,5,Nice products... Good printing at this price range
13838,5,NYC products
13839,3,Extremely poor Ink is over after just 50 prints
13840,5,Very very good product must buy this
13841,5,Very good quality
13842,5,Very useful with cheap rate. Those who can not afford the high price of catridge can look for the duplicate ink injection method. But that catridge need to change after the multiple injections .
13843,5,Good
13844,5,Very nice
13845,5,Nyc product. Full value of money
13846,1,Perfect product.. Value of money
13847,5,High ink use while printing...
13848,3,Simply super
13849,4,Superb product.
13850,4,Good product
13851,5,Best quality
13852,5,Kowaliti is not good
13853,5,"No refund policy, only replacement, once you purchased,you can't return it, don't buy it, don't waste money"
13854,3,Good product
13855,5,Nice product
13856,5,This black ink end in few days Very bad product its ink empty on 20 print
13857,5,Good product 👍
13858,5,Good
13859,2,Nice
13860,1,Damaged
13861,5,Very nice product
13862,5,Good but buying cartridge again and again can cost too much while it's one cartridge can print approx 200 papers. I got bad scanner not working but service provided by company is too good
13863,3,For This Price Range Its Best...
13864,5,So bad
13865,5,Nice...
13866,5,Print is good
13867,1,Properly Not Working
13868,5,"Black n white print quality is good but color printing is very bad, not value for money..."
13869,3,Very waist product no working properly
13870,5,Good
13871,1,𝒞𝒶𝓃𝑜𝓃 𝓅𝓇𝒾𝓃𝓉𝑒𝓇 𝒾𝓈 𝒶𝓂𝑒𝒿𝒾𝓃𝑔 𝓅𝓇𝑜𝒹𝓊𝒸𝓉 𝐼 𝓁𝑜𝓋𝑒 𝓅𝓇𝒾𝓃𝓉𝑒𝓇
13872,5,Not working printer west of money west of time
13873,4,good
13874,1,do not buy please very bad printer I hate
13875,3,Super
13876,5,Its not bad. Printing speed is very slow at the begening time.. you can you it
13877,4,This item product very very e bad my money is not working this product waste this
13878,5,Nice pri ter and print quality is good
13879,1,Printer has blinking error
13880,5,Nice product worth for value
13881,1,Don't buy
13882,4,Good but laser printer is better
13883,5,It is not working when I install the software and connect to laptop. Only the Xerox works. Very bad quality
13884,2,Nice
13885,5,This is Canon Mg2470 Printer Not Busines Purpose this only home and Small
13886,1,Nice printer 👍
13887,5,Nice
13888,1,Excellent product
13889,3,Good at its price 1000rs only.
13890,1,Don't buy this product
13891,5,Really loved the product and shipping services from the team Flipkart. Affordable product in budget with good features
13892,5,Good
13893,5,Good product
13894,5,don't buy it. totally waste product. ink cartridge price is high than other cartridges. ink cartridge price should be low. ink cartridge price is high but cartridge is very small product. ink cartdridge should be made by transparent glass for customer to see ink level in ink cartridge. ink cartridge gives only 20 pages . ink cartridges should be developed and ensured that ink is not to dry any way
13895,1,Ink capacity max 10 copies only  Wastage of money
13896,4,Nice
13897,1,Very poor because I have received damage product
13898,5,scanner is not working properly
13899,5,Amezing product thanks Flipkart
13900,5,Waste of money
13901,2,Sry not a good
13902,2,Perfect
13903,5,"Awesome Print, Scan and Copy. The delivery boy is so good.Thanks Flipkart."
13904,4,Fully satisfied with this printet
13905,1,Worse product.do not buy all in one products.does not work properly.
13906,5,Nice
13907,1,This good printer but ink cartridges or colour printing aslo good.
13908,1,Not good
13909,5,Worest product ... not satisfied
13910,5,"Super product and one day delivery, thankyou flipkart 👍👍"
13911,4,It is not working at all
13912,1,Wrost product don't buy it
13913,5,Thank Flipkart
13914,4,Ink cartridge disappointed
13915,1,Not buying anyone
13916,2,Nice ...good working....
13917,5,A good printer at low cost and I suggest everyone to buy it for personal use.
13918,1,Ink is very costly. Its reduce it efficiency
13919,1,Worst
13920,5,It's too bad
13921,3,Good
13922,2,Didn't contact with mobile
13923,5,Carties ink is very poor ........
13924,5,Very bad printer
13925,3,"A good printer for normal home use. The colour print quality is awesome even on plane paper. @2900 it's best with all the needs, be it a colour printing, Xerox or any type of print out."
13926,1,Good
13927,1,This is a super printer And no ink in 15pages only
13928,3,Nice
13929,1,Nice
13930,1,Very problem
13931,2,PC not normal Canected
13932,4,"this print quality of this printer is average. I got it for 2700 rupee. If you refill the cartridge then it will be worth buying otherwise you'll have to change cartridges ,which is way more expensive."
13933,5,Packaging was not that good. But product is nice.
13934,5,Not working
13935,5,This product not working very bad quality very bad 😞 colour printing I am not happy
13936,5,Ok
13937,1,Ink is very expensive... Don't buy this product... You can buy g series canon printer b'coz the cost of print is very low...
13938,4,Guys don’t buy this really not usable and also when u print about 25-30 pages then u refill cartridge again and this process continues usually very bad experience frnds don’t buys this bad thing dont see about the price bcoz prize is low very low and I also watch the price and bought very happily but when I use them I realise what I have bought this messy thing really so frnds plz don’t buy this that’s all guys
13939,3,Good product 👍
13940,5,very good and soo use full and cheap also best printer
13941,2,Damage pise
13942,1,Very bad product
13943,4,Not functioning
13944,3,Very nice product in this prise..
13945,1,Bad product
13946,5,It's not useful
13947,5,Good product
13948,2,No Good
13949,1,All the features are excellent. But the cost of cartridges are high. But this is the scenario for all the inkjet printers.
13950,1,Best quality in best price range... But the price of cartige is too high
13951,4,This printer cartridges refill to same of ciss printer I am refilling from canon orignal ink printer is very good
13952,1,This is waste of money my printer don't on it so don't purchase waste of money
13953,1,Useless product
13954,4,Its not working
13955,1,"Pls do not purchase this product my humble request pls do not purchase any one this product ink cartridge colour finish do not work in print,xerox so again u ink refill but not work so u again purchase this print cartridge"
13956,5,Excellent
13957,5,Nice
13958,5,For small purpose it is very nice to use.
13959,1,Good
13960,1,Great product at low prices
13961,1,Good
13962,1,Good product im happy with this product
13963,4,Damage Product
13964,5,Not satisfied black colour is only 7 pages
13965,5,Perfect for office and home use ..fully satisfied
13966,5,Dont buy. Color print will come only for 10 to 12 times. Again we need to add colors to printer. Too much cost.  No use with this
13967,5,Nice
13968,5,Good
13969,4,This is very bad product Print speed slow and some time not working Don't buy this
13970,1,Nice
13971,1,Super
13972,4,Super
13973,1,Good working
13974,5,Nice product
13975,5,Good product
13976,1,Very poor
13977,3,Awesome 😍🥰 Must buy product Recommended
13978,5,Printer is not working
13979,5,Good product.
13980,3,Tou can afford the printer but not the cartridges. Single cartridge cost more than 700 rs but prints only 30 pages.
13981,5,very bad product😡😡😡 cadrige ink problem
13982,5,60-70 page in print & ink is Insufficient
13983,1,Super
13984,5,A good basic printer from canon....
13985,2,Awesome...Must buy.
13986,4,"Working capacity printing,copy and scan are best but, cartridges has empty in some printing of pages"
13987,1,Not expected from Flipkart
13988,1,Very bad product.... Do not buy .save your money 😡😡😡😡😭
13989,2,Nice product delivered before expected schedule very fast service like it  Canon printer scanner and copier very nice product . Print quality is very good I appericiate and recomond to buy this product.
13990,5,Super ❣️ beautiful 😍 product
13991,4,Very bad not working
13992,5,Ok
13993,5,Bad product... Don't purchase this....
13994,1,Good product
13995,1,"Printer is okay, but maintenance is very costly. Every time we change the cartridge it asks for Printer Head Alignment which consumes lots of ink. The black cartridge hardly prints 20 pages."
13996,3,Good
13997,5,Product is well but cartage is so high price .
13998,1,Very bad
13999,3,Works good . Print quality is good.
14000,1,Nice and long lasting product. Recommended 👌
14001,5,Good printer
14002,2,good
14003,5,But ink level is low
14004,1,Totally waste of amount .This canon MG2570S printer the black and colour link only comes just 20paper The link amount is 625 . Single paper cost for printing RS 31 for colour RS 50 . Totally amount is waste
14005,1,Good product in this price range This is so good...
14006,4,Very nice product 👌👍
14007,4,That's not good
14008,5,Nice printer for home use
14009,3,Superb seller and a very budget friendly printer and I really love it it’s even installed on my Mac PC thanks a lot
14010,4,Nice printer
14011,1,Ok ... Good...
14012,5,5.0 out of 5 stars perfect scanner for the cost if you stop using the printer. the scanner function of this printer is good with color accuracy.
14013,5,very poor used for an year . got damaged
14014,2,Product is lower quality....and no help flipcart and no support canon .. don't buy this product
14015,4,Not bad personal 💻 use only not for regular
14016,5,Nice
14017,4,very nice product very good printing
14018,5,Good
14019,5,Simply excellent
14020,1,Good
14021,1,Medium amount pay of money
14022,3,Good printer
14023,5,Ok
14024,5,Nice 👍👍
14025,5,Very nice and good quality product
14026,5,Worst product...don't buy
14027,4,I just wantnt to ....... nonsence products
14028,2,Extremely good product. Value for money 🤑💰. Everyone recommend it. Very good product.
14029,5,Written by Printer
14030,3,This printer is waste of money. Pls dont buy this printer
14031,5,Local quality
14032,5,Ok
14033,1,Good
14034,5,Nice
14035,5,super
14036,1,Nice print
14037,1,It's to good
14038,1,Nice
14039,3,It's very poor product worst money because this product...validity only 2 month iske baad kharab ho gya service center wale bhi thik nhi kr rhe hai
14040,4,Not good cotrage price is very high
14041,5,Good product.
14042,5,It low quality product plz do not buy this
14043,4,Good product
14044,5,A better choice
14045,4,Super
14046,1,"Cartride is too costly, printing price too much."
14047,1,Nice product good printing quality.
14048,5,Wastage of money. Cartridge is costly & prints much lesser no. of Pages per filling
14049,1,Very nice product for home use... Excellent quality of printing
14050,5,Best
14051,4,Worst product
14052,5,Printar is no ok no mor
14053,1,Happy👌
14054,5,"Value for money, good product"
14055,2,Good👍👍👍
14056,4,Very Expensive at least 40 copies from 1 cartridge 1cartrige price will 680 RS - printing quality so good cheap product
14057,5,Very bad quality of printing
14058,1,Product is best
14059,1,This product are already used
14060,5,Good
14061,4,Performance is worthless
14062,4,Its good for me
14063,2,Very poor it's not working.
14064,2,No accesories available full damage products don't buy
14065,5,Not bad
14066,1,Nice printer Xerox quality of printing is good
14067,5,Nice printer
14068,1,Very good Printer it has all features required except wireless connection!. Best buy for the rate 3000. Don't think just go for it! Even customer service of canon is too good responded quickly for installation.
14069,4,Percent kite pen Kat he
14070,1,Awesome 😎
14071,1,Ossmmmm products like it's
14072,5,Bad quilty
14073,4,Good product......shandar
14074,1,Very good👍.... Buy good
14075,5,"Print, copy,scan quality is very good.But it has not ink refilling system or CISS kit.But if you could instal CISS kit buying from online.Then you could have a better printer. CISS kit instalation process available on youtube."
14076,5,Excellent product.
14077,5,don't get tempted by seeing low cost after using 1 or 2 months it will be use less bcz after out of ink cartridge it is useless ink cartridge was to cost even printing cost also to high
14078,5,Nice
14079,2,"Excellent work This is working colour, black & white It's working in window I use this printer 🖨 for home uses Thanks for this product Watch My unboxing video on yt My channel ( android lot )"
14080,5,Vary nice
14081,5,"Waste product, don't buy this printer"
14082,4,Good
14083,5,Good product
14084,1,Nice e
14085,5,Bad
14086,5,Ink problem leack cartige
14087,5,Its a very good product
14088,2,Good one in that price
14089,5,good experience.
14090,5,Good one..
14091,4,Not working properly
14092,1,very bad product 🤬🤬🤧
14093,1,Good product i like thankyou
14094,5,Nice printer
14095,4,Gud experience with flipkart
14096,5,Very nice printer and good working
14097,5,Sometimes make trouble in printing and scanning Ink cartridge over within 1week
14098,1,Prin quality kamjor hai
14099,1,Very good product
14100,5,"This product are not best , please not buy"
14101,1,Very nice Pinter
14102,5,It's poor printing not properly worked
14103,5,The printer is good..... After using 1month am telling.... And for me is not regular use.... Sometimes only so for me it's good
14104,1,"Decent printer, can buy"
14105,2,Printer packing was good and printer quality is satisfied me price is more otherwise overall printer is worth to buy
14106,3,Very good. Product
14107,1,Good
14108,5,good bt noisy
14109,1,Good
14110,4,This is best
14111,5,I hate it. Don't buy 70 page can print with one cartridge.
14112,5,Very nice
14113,5,Does not work and not connected by phone and after 10 days stop working
14114,4,Poor
14115,3,Very bad product...
14116,4,nice product
14117,5,Ok
14118,1,Value for money
14119,5,Very nice printer
14120,1,god
14121,1,This printer is very good for home used
14122,1,Waste
14123,4,The product is not working properly don't buy electronic things on Flipkart waste of money they response very late
14124,5,It's fully worthy. Good quality
14125,3,Supper
14126,5,Not working
14127,5,Very bad product
14128,5,osm
14129,2,Good printer
14130,1,God
14131,4,"just prints....but print quality is not at all near to that of hp Deskjet 1000. very very slow & that too with huge noise. while paper pickup , makes noise like that of a hammer & it feels like the printer is going to break now. I never used cannon, & I feel I was good with hp. Will switch back to it"
14132,5,waste of money
14133,1,Works just like me in starting. What does not work until after a 30 copy's. Who do not take. Its cartridges are rated higher than this printing. Do not be fooled.
14134,2,Very bed item
14135,5,Nice
14136,5,Super super
14137,5,Very good printer canon tha
14138,2,Okey
14139,2,Super
14140,1,"Don't buy this printer if u r using Chromebook, its good for windows..."
14141,1,nice product
14142,4,Op printer in the world
14143,5,Very bad products..👎👎👎👎👎👎👎
14144,1,Don't like
14145,3,Good
14146,5,Good
14147,1,Nice product. And essay use
14148,5,don't buy it.. tootaly wasted money
14149,5,Amazing product
14150,1,Excellent
14151,1,Best
14152,4,Take some time to print even if there is only paper to print that's my observation till now
14153,5,"Ink cartridge problem ,"
14154,5,Good
14155,1,"Pinter is a best for related to ration amount, Otherwise used to himself it's Best solution."
14156,5,Good
14157,5,Very bad
14158,4,Super quality
14159,3,Nice products Nice quality
14160,1,Product is good but there is no return or replace option..it shows if any problem u can call canon helpline
14161,1,Ink wont last more than 2 days
14162,3,It's very good product
14163,1,This is my 1st Printer.. 100% value of money
14164,1,Super product
14165,5,Amazing printer in this money I bought only in 2800 ruppes and this is working properly
14166,5,This printer is not working. My money is waste.humne cancel karne ki koshish ki Lakin cancel nahi Hua. I hate this item.
14167,4,It not to print more than 70 papers from 1 inkjet
14168,1,No work smart Red Light bling 100 print ke bad
14169,5,Best Printer for Students 💞🔥
14170,5,It's ink is very poor it comes only for less than 200 pages only
14171,5,Nice 👌 😊
14172,5,Good
14173,1,Works well
14174,3,Very bad working
14175,1,Good product from Flipkart
14176,5,This is so fast not printing But you are telling lies
14177,1,Canon pixma printer not working
14178,5,Ok
14179,4,printer ok but ink too cast so dont buy this one
14180,4,Waste of money
14181,1,Make Too Much Sound while printing the Documents.
14182,5,Value for money
14183,1,Stupid Product worst printer   First remove low cast products
14184,1,Don't purchase this product. It is clearly waste your money.
14185,5,Nice product
14186,2,Waste
14187,1,nice product
14188,2,Best Product.
14189,5,Good product
14190,3,It's a very good
14191,1,Wonderful products
14192,5,Om namo Very nice products Thanks to flipkart
14193,1,disappointing  dont buy
14194,5,damaged piece
14195,5,Suparb
14196,4,Nice printer.
14197,5,Don't buy Canon product Waste product. Don't waste money  Buy HP
14198,5,printer is ok but tooo much costly printing cost new cottage too expensive
14199,5,"Bed quality not printing, cartridge damage"
14200,1,"Bad product, ... For home uges, bad for heavy uges☹️, dont west your money, printer is very bad ,"
14201,3,Bad quality
14202,5,Best in price
14203,5,Waste product dont buy
14204,1,good
14205,3,Good but less ink less print
14206,1,Good product
14207,1,Very worst product don't order 😒
14208,3,Ink problem black
14209,5,Bad exeperienec..Now I need to spend more than on printing ink then the Printer cost
14210,1,Very bed
14211,3,Vest product I suggested you don't buy this
14212,4,Printer is not working from first day and no one helping
14213,5,Good condition
14214,1,Ok
14215,3,Good product👍👌
14216,1,Nice
14217,1,Good
14218,1,Nice
14219,1,Very useful product
14220,5,Too small amount of ink in cartridge
14221,3,Very nice
14222,5,Very bad
14223,4,Dont buy this printer it dont work just half paper stuck no print. No copy . Not even scan. Today is my first day. Even customer care will not return this product.
14224,5,Very nice 🙂 canon
14225,4,Problem
14226,5,Very good
14227,1,Good product
14228,5,Waste of money. The ink cost is very high
14229,1,Good
14230,1,Excellent
14231,1,Print ravadam ledhu
14232,1,Ink promlem
14233,5,Excellent product
14234,5,Good
14235,2,Love it
14236,5,Outstanding printer quality... But cartridge are very expensive... so ink refilling is quite difficult in case of cartridge...
14237,5,Don't buy this printer all time cartridge refill
14238,5,"Nice printer ,"
14239,1,Very very bad
14240,4,It's my big mistake to bought the printer.After finishing the ink(cartridge) no one able to refill it. And the New cartridges are so expensive.then what to do please suggest
14241,3,Ok
14242,5,"Sweetch is proparly not work, printing time so high, some time it's not work"
14243,5,"nice product,super processing performance,good quality black/colour paper print."
14244,2,Very good quality
14245,5,Not working
14246,1,Good
14247,2,Bad condition
14248,5,Average Good
14249,1,"You are don, t waste your money,  Bad image quality"
14250,5,Good for low prints
14251,5,Very poor
14252,1,Best
14253,3,Nice product
14254,2,"Till now I have just printed only 20 copies, with the help of otg by my mobile. But the cartridge is very small. There is no indication how to refill the cartridge. I will give feedback after the finish of the ink."
14255,3,Nice
14256,3,Brillent product nice👍👍👍👍👍
14257,4,Superb... Hope it will work well as its just the first day i m posting my review here ☺️
14258,1,Thank you so much
14259,5,osm product
14260,4,Valuebale and worthable
14261,1,Good product
14262,3,It is okay
14263,5,Very good in scanning
14264,5,Nice
14265,5,Good quality
14266,5,Very nice printer
14267,5,Good👍
14268,5,"I have received a damage product. I request you not to order this Canon PixMA printer. If any problem comes, it will not be possible. I have received damage and neither of these is being recovered. Neither can my money be returned. Never order orders from Flipkart"
14269,3,Good
14270,5,This products is very good ☺️😊
14271,5,Quite good product for students ...
14272,5,This is a absolutely nice product Print quality is very nice in this price And Delivery is very fast Thanks for (COD) Flipkart Team
14273,5,Bad products
14274,5,Ok good but refill unlike
14275,1,Bad product. Money in water.
14276,5,Very nice product but work is slow
14277,4,Fine product
14278,3,Good
14279,5,Good products
14280,1,Good printer in this price range
14281,3,Nice product
14282,1,Sahi delivery Sahi packing No defect Picture quality is superb
14283,5,Not comfortable
14284,3,Nice working
14285,5,Good
14286,5,Nice👍👍👍👍👍
14287,5,Nice
14288,5,Not satisfied with item
14289,5,Supper
14290,3,Excellent
14291,5,Its printed nice
14292,5,This products all good I'm very happy with this product
14293,5,Very bad experience I suggest to everyone don't buy this product this product is not costly but ink cartridges is very high rate
14294,5,Awesome
14295,2,Good for home usages. Scan quality is very good. Printing is ok. I'm using this for approximately 3 years.
14296,5,It's absolutely perfect printer at this price
14297,5,Bad
14298,5,Good
14299,3,very good
14300,1,Good
14301,5,ink price high
14302,4,Not working
14303,5,Love the product.It is good for home use.
14304,1,Nic one
14305,5,Bad product
14306,5,Very nice printer
14307,5,Very nice product iam very happy .thanku canon pixma team
14308,3,No gd no bad
14309,1,This printer no good. Slow printing. Start time so late. Printing quality not good. My print not work after 15 day.
14310,5,Nice but slow
14311,5,Don't buy
14312,1,Super
14313,5,If you convert this into ciss tank....then this is best product at low price and multifunctional
14314,5,Very bad product
14315,5,Print quality is good but ink cartridge is very low print
14316,1,Nice prodect IM HAPPYE
14317,5,Good 👍👍👍👍
14318,1,Very bad product glossary paper is not accept
14319,5,Good for this price range.... Suitable for home ..
14320,5,Wowww
14321,1,Nice
14322,3,Very poor product 3 photo copy nikli hai Bhai khalab ho gaya
14323,5,Good product Very useful for home and office 🙂
14324,5,Very nice
14325,1,Not bad
14326,4,Genuine product from Flipkart and totally satisfied
14327,5,Can buy
14328,5,Super excellent product
14329,2,Good
14330,5,Thanks Cannon inject fast on delivery tomarow
14331,5,Chinese product . Buy indian product only. Let's start making. But when we start manufacturing printer like cannon Chinese will develop printer that will print entire city
14332,4,Amazing
14333,5,Awesome printer love it working very fast & easy
14334,5,Faltu quality
14335,5,Good product
14336,5,Excellent product
14337,5,Good 😁😁
14338,5,Weast product... flipkart bhaga thirchindhi
14339,5,Nice printer
14340,5,Bad product
14341,1,Please don't buy this product
14342,4,Happy
14343,5,Very nice
14344,5,Good
14345,2,Don't buy this totally west
14346,5,Catridge is fast worst product😭
14347,4,If fill ink also its showing refill ink signal and also not connecting to printer product not good.
14348,1,Nice products
14349,5,Very nice 😊😊
14350,5,Per print cost very expensive 6.70 paise per single print so dont purchase
14351,3,Good quality
14352,1,Good
14353,1,Thank you
14354,1,Very bad product
14355,5,Nice product 👍👍👍👍👍 Good quality ☺️☺️
14356,5,Bad product print quality very poor
14357,3,It's very bad product for use. it do not work properly. so i sases you don't buy this product. loge to pachhataoge.
14358,5,Very good product
14359,3,Wrost item.. Got only 10 copies of print.. unable to print.. ink over...Not functuning
14360,5,Nice product
14361,1,Not a good printer 🙂
14362,5,Nice product
14363,1,Nice
14364,1,Nice
14365,5,"Makes too much noise for everything, print scan copt"
14366,1,Very noisy and expansive cartridge ...
14367,5,I liked it
14368,2,Catridge cappasity very low
14369,4,Ink
14370,5,Nice
14371,4,Superb
14372,2,Nice
14373,1,Nice product
14374,5,Ok
14375,3,Very nice printer very nice printer but ink it's so heavy range
14376,2,Super item
14377,5,Nice Product
14378,5,Best product
14379,5,Gud working
14380,4,Very good product 😊
14381,1,Super
14382,5,Good
14383,5,Good product within this price range
14384,5,Very nice
14385,5,Good
14386,5,"Very bad product, don't waste money..."
14387,5,Good prodect
14388,5,nice product 👍🏻👌👌
14389,5,Average good product
14390,5,Waste of money in this printer. This gives you very little number of paint in his colour. Very poor quality printer but is OK to use in home.
14391,5,"Pixma 2570 is a fast printer and gives a great output. It's at times a bit noisy, but we need to understand that this is compact all in one and not a heavy duty printer. I have already ran out of black cartridge. I got the ink from Flipkart and has tried refilling black and color cartridge with ease."
14392,4,Super printer
14393,1,NOT bAD
14394,5,Good
14395,5,Very very good product
14396,5,Dont buy this
14397,1,Thank flipkart. Printer is very good.
14398,5,ink very expensive
14399,5,Amazing printer
14400,2,Best printer
14401,5,Good
14402,1,Wrost
14403,1,Damaged
14404,4,Supr gd
